BGRI2021,N_INDIVIDUOS,supply_departures,dep_per_1000_pop,pop_per_departure,underservice_score
06033200115,31.0,27.0,870.9677419354839,1.1481481481481481,1.1071428571428572
06033800503,347.0,313.0,902.0172910662824,1.1086261980830672,1.105095541401274
06030900102,133.0,120.0,902.2556390977443,1.1083333333333334,1.0991735537190082
06031200106,67.0,60.0,895.5223880597015,1.1166666666666667,1.098360655737705
06030900115,115.0,104.0,904.3478260869565,1.1057692307692308,1.0952380952380953
06033801402,180.0,165.0,916.6666666666666,1.0909090909090908,1.0843373493975903
06033900121,27.0,24.0,888.8888888888888,1.125,1.08
06033800713,55.0,50.0,909.090909090909,1.1,1.0784313725490196
06033501608,84.0,77.0,916.6666666666666,1.0909090909090908,1.0769230769230769
06033800803,70.0,64.0,914.2857142857142,1.09375,1.0769230769230769
06033900251,44.0,40.0,909.090909090909,1.1,1.0731707317073171
06031200124,119.0,110.0,924.3697478991597,1.0818181818181818,1.072072072072072
06033800205,617.0,575.0,931.9286871961102,1.0730434782608695,1.0711805555555556
06031200316,63.0,58.0,920.6349206349206,1.0862068965517242,1.0677966101694916
06031802503,51.0,47.0,921.5686274509803,1.0851063829787233,1.0625
06030100111,18.0,16.0,888.8888888888888,1.125,1.0588235294117647
06033300314,87.0,82.0,942.5287356321838,1.0609756097560976,1.0481927710843373
06034000208,120.0,114.0,950.0,1.0526315789473684,1.0434782608695652
06033801311,132.0,127.0,962.1212121212121,1.0393700787401574,1.03125
06031801401,290.0,281.0,968.9655172413793,1.0320284697508897,1.0283687943262412
06033501407,44.0,42.0,954.5454545454546,1.0476190476190477,1.0232558139534884
06033900231,62.0,60.0,967.741935483871,1.0333333333333334,1.0163934426229508
06033300109,194.0,190.0,979.3814432989691,1.0210526315789474,1.0157068062827226
06031200119,81.0,80.0,987.6543209876543,1.0125,1.0
06033900247,51.0,50.0,980.3921568627451,1.02,1.0
06033900227,41.0,40.0,975.609756097561,1.025,1.0
06030100211,37.0,36.0,972.972972972973,1.0277777777777777,1.0
06033900234,12.0,11.0,916.6666666666666,1.0909090909090908,1.0
06031100210,1.0,0.0,0.0,inf,1.0
06033200125,1.0,0.0,0.0,inf,1.0
06033200214,1.0,0.0,0.0,inf,1.0
06031802903,364.0,367.0,1008.2417582417582,0.9918256130790191,0.9891304347826086
06033300304,54.0,54.0,1000.0,1.0,0.9818181818181818
06033501406,95.0,96.0,1010.5263157894738,0.9895833333333334,0.979381443298969
06031802607,73.0,74.0,1013.6986301369864,0.9864864864864865,0.9733333333333334
06033900228,33.0,33.0,1000.0,1.0,0.9705882352941176
06031802202,426.0,438.0,1028.169014084507,0.9726027397260274,0.9703872437357631
06034000219,54.0,55.0,1018.5185185185186,0.9818181818181818,0.9642857142857143
06031801402,327.0,339.0,1036.697247706422,0.9646017699115044,0.961764705882353
06031200408,24.0,24.0,1000.0,1.0,0.96
06032900236,40.0,41.0,1025.0,0.975609756097561,0.9523809523809523
06031200201,18.0,18.0,1000.0,1.0,0.9473684210526315
06033501414,53.0,55.0,1037.7358490566037,0.9636363636363636,0.9464285714285714
06033500706,338.0,358.0,1059.1715976331361,0.9441340782122905,0.9415041782729805
06033501604,121.0,129.0,1066.1157024793388,0.937984496124031,0.9307692307692308
06032900201,40.0,42.0,1050.0,0.9523809523809523,0.9302325581395349
06034100217,157.0,168.0,1070.063694267516,0.9345238095238095,0.9289940828402367
06032900102,39.0,41.0,1051.2820512820513,0.9512195121951219,0.9285714285714286
06031200122,75.0,80.0,1066.6666666666667,0.9375,0.9259259259259259
06033300208,56.0,60.0,1071.4285714285713,0.9333333333333333,0.9180327868852459
06030100312,53.0,57.0,1075.4716981132076,0.9298245614035088,0.9137931034482759
06030100117,31.0,33.0,1064.516129032258,0.9393939393939394,0.9117647058823529
06033500301,286.0,313.0,1094.4055944055945,0.9137380191693291,0.910828025477707
06033402005,219.0,240.0,1095.890410958904,0.9125,0.9087136929460581
06030100105,39.0,42.0,1076.923076923077,0.9285714285714286,0.9069767441860465
06032900211,39.0,42.0,1076.923076923077,0.9285714285714286,0.9069767441860465
06031803005,240.0,264.0,1100.0,0.9090909090909091,0.9056603773584906
06030900114,95.0,104.0,1094.7368421052631,0.9134615384615384,0.9047619047619048
06033900243,19.0,20.0,1052.6315789473683,0.95,0.9047619047619048
06033900246,19.0,20.0,1052.6315789473683,0.95,0.9047619047619048
06033801304,140.0,154.0,1100.0,0.9090909090909091,0.9032258064516129
06031200112,55.0,60.0,1090.9090909090908,0.9166666666666666,0.9016393442622951
06033900204,55.0,60.0,1090.9090909090908,0.9166666666666666,0.9016393442622951
06033900122,44.0,48.0,1090.9090909090908,0.9166666666666666,0.8979591836734694
06033300316,113.0,125.0,1106.1946902654868,0.904,0.8968253968253969
06033900220,43.0,47.0,1093.0232558139535,0.9148936170212766,0.8958333333333334
06030100207,83.0,92.0,1108.433734939759,0.9021739130434783,0.8924731182795699
06030100217,38.0,42.0,1105.2631578947369,0.9047619047619048,0.8837209302325582
06032900109,45.0,50.0,1111.111111111111,0.9,0.8823529411764706
06034100303,112.0,126.0,1125.0,0.8888888888888888,0.8818897637795275
06032900107,48.0,54.0,1125.0,0.8888888888888888,0.8727272727272727
06030900105,140.0,161.0,1150.0,0.8695652173913043,0.8641975308641975
06034100121,70.0,80.0,1142.857142857143,0.875,0.8641975308641975
06033501103,218.0,252.0,1155.9633027522934,0.8650793650793651,0.8616600790513834
06032900217,54.0,62.0,1148.148148148148,0.8709677419354839,0.8571428571428571
06030900130,18.0,20.0,1111.111111111111,0.9,0.8571428571428571
06033501516,52.0,60.0,1153.8461538461538,0.8666666666666667,0.8524590163934426
06034000211,98.0,114.0,1163.265306122449,0.8596491228070176,0.8521739130434782
06033600804,115.0,134.0,1165.2173913043478,0.8582089552238806,0.8518518518518519
06033801401,109.0,127.0,1165.137614678899,0.8582677165354331,0.8515625
06033900311,59.0,69.0,1169.4915254237287,0.855072463768116,0.8428571428571429
06031804110,230.0,272.0,1182.608695652174,0.8455882352941176,0.8424908424908425
06034100207,71.0,84.0,1183.0985915492959,0.8452380952380952,0.8352941176470589
06033800801,59.0,70.0,1186.4406779661017,0.8428571428571429,0.8309859154929577
06033300321,33.0,39.0,1181.818181818182,0.8461538461538461,0.825
06033900207,37.0,44.0,1189.1891891891892,0.8409090909090909,0.8222222222222222
06031802702,32.0,38.0,1187.5,0.8421052631578947,0.8205128205128205
06033600224,63.0,76.0,1206.3492063492063,0.8289473684210527,0.8181818181818182
06034000207,49.0,59.0,1204.0816326530612,0.8305084745762712,0.8166666666666667
06030100206,40.0,48.0,1200.0,0.8333333333333334,0.8163265306122449
06031802509,40.0,48.0,1200.0,0.8333333333333334,0.8163265306122449
06033600706,231.0,284.0,1229.4372294372292,0.8133802816901409,0.8105263157894737
06033900317,112.0,138.0,1232.142857142857,0.8115942028985508,0.8057553956834532
06033500402,246.0,306.0,1243.9024390243903,0.803921568627451,0.8013029315960912
06030100306,24.0,29.0,1208.3333333333333,0.8275862068965517,0.8
06034100305,131.0,165.0,1259.5419847328244,0.793939393939394,0.7891566265060241
06033800716,118.0,149.0,1262.7118644067796,0.7919463087248322,0.7866666666666666
06033500403,257.0,327.0,1272.373540856031,0.7859327217125383,0.7835365853658537
06031200214,46.0,58.0,1260.8695652173913,0.7931034482758621,0.7796610169491526
06033300213,31.0,39.0,1258.0645161290322,0.7948717948717948,0.775
06031200411,24.0,30.0,1250.0,0.8,0.7741935483870968
06033800201,164.0,211.0,1286.5853658536585,0.7772511848341233,0.7735849056603774
06033801002,131.0,169.0,1290.0763358778627,0.7751479289940828,0.7705882352941177
06033900129,50.0,64.0,1280.0,0.78125,0.7692307692307693
06031804207,229.0,297.0,1296.943231441048,0.7710437710437711,0.7684563758389261
06033801211,258.0,338.0,1310.0775193798452,0.7633136094674556,0.7610619469026548
06031802107,204.0,268.0,1313.7254901960785,0.7611940298507462,0.758364312267658
06033900225,59.0,77.0,1305.084745762712,0.7662337662337663,0.7564102564102564
06033900124,73.0,96.0,1315.0684931506848,0.7604166666666666,0.7525773195876289
06031801302,382.0,507.0,1327.2251308900525,0.7534516765285996,0.7519685039370079
06031802802,644.0,873.0,1355.5900621118012,0.7376861397479955,0.7368421052631579
06034000310,67.0,90.0,1343.2835820895523,0.7444444444444445,0.7362637362637363
06033600408,116.0,158.0,1362.0689655172414,0.7341772151898734,0.7295597484276729
06030100118,35.0,47.0,1342.8571428571427,0.7446808510638298,0.7291666666666666
06033600811,267.0,366.0,1370.7865168539327,0.7295081967213115,0.7275204359673024
06032900204,31.0,42.0,1354.8387096774193,0.7380952380952381,0.7209302325581395
06031200206,18.0,24.0,1333.3333333333333,0.75,0.72
06034000105,74.0,102.0,1378.3783783783783,0.7254901960784313,0.7184466019417476
06032900219,55.0,76.0,1381.8181818181818,0.7236842105263158,0.7142857142857143
06033801411,234.0,327.0,1397.4358974358975,0.7155963302752294,0.7134146341463414
06034000108,108.0,151.0,1398.148148148148,0.7152317880794702,0.7105263157894737
06033401004,76.0,106.0,1394.7368421052631,0.7169811320754716,0.7102803738317757
06032900235,44.0,61.0,1386.3636363636365,0.7213114754098361,0.7096774193548387
06033300219,85.0,119.0,1400.0,0.7142857142857143,0.7083333333333334
06031200128,43.0,60.0,1395.3488372093025,0.7166666666666667,0.7049180327868853
06033900115,26.0,36.0,1384.6153846153845,0.7222222222222222,0.7027027027027027
06031200303,127.0,180.0,1417.3228346456692,0.7055555555555556,0.7016574585635359
06030100304,27.0,38.0,1407.4074074074074,0.7105263157894737,0.6923076923076923
06033300104,27.0,38.0,1407.4074074074074,0.7105263157894737,0.6923076923076923
06033900316,49.0,70.0,1428.5714285714287,0.7,0.6901408450704225
06033501611,149.0,215.0,1442.9530201342282,0.6930232558139535,0.6898148148148148
06034000209,71.0,102.0,1436.6197183098593,0.696078431372549,0.6893203883495146
06033501408,84.0,121.0,1440.4761904761904,0.6942148760330579,0.6885245901639344
06031200117,42.0,60.0,1428.5714285714287,0.7,0.6885245901639344
06032900106,24.0,34.0,1416.6666666666667,0.7058823529411765,0.6857142857142857
06034000222,93.0,135.0,1451.6129032258066,0.6888888888888889,0.6838235294117647
06033900206,58.0,84.0,1448.2758620689656,0.6904761904761905,0.6823529411764706
06034000306,107.0,156.0,1457.943925233645,0.6858974358974359,0.6815286624203821
06030900126,32.0,46.0,1437.5,0.6956521739130435,0.6808510638297872
06033501105,210.0,308.0,1466.6666666666665,0.6818181818181818,0.6796116504854369
06033300416,152.0,223.0,1467.1052631578948,0.6816143497757847,0.6785714285714286
06031100213,84.0,123.0,1464.2857142857142,0.6829268292682927,0.6774193548387096
06033600406,21.0,30.0,1428.5714285714287,0.7,0.6774193548387096
06033600413,193.0,284.0,1471.502590673575,0.6795774647887324,0.6771929824561403
06031802705,44.0,64.0,1454.5454545454545,0.6875,0.676923076923077
06030900112,71.0,104.0,1464.7887323943662,0.6826923076923077,0.6761904761904762
06033501507,64.0,94.0,1468.75,0.6808510638297872,0.6736842105263158
06031802711,113.0,167.0,1477.8761061946902,0.6766467065868264,0.6726190476190477
06031100112,69.0,102.0,1478.2608695652173,0.6764705882352942,0.6699029126213593
06031804005,495.0,741.0,1496.969696969697,0.6680161943319838,0.6671159029649596
06031802609,62.0,92.0,1483.8709677419356,0.6739130434782609,0.6666666666666666
06031200114,34.0,50.0,1470.5882352941178,0.68,0.6666666666666666
06033900305,74.0,111.0,1500.0,0.6666666666666666,0.6607142857142857
06030900111,69.0,104.0,1507.2463768115942,0.6634615384615384,0.6571428571428571
06031801801,361.0,550.0,1523.5457063711913,0.6563636363636364,0.6551724137931034
06034100116,53.0,80.0,1509.433962264151,0.6625,0.654320987654321
06033300411,121.0,184.0,1520.6611570247935,0.657608695652174,0.654054054054054
06032900231,28.0,42.0,1500.0,0.6666666666666666,0.6511627906976745
06031804204,209.0,320.0,1531.1004784688996,0.653125,0.6510903426791277
06030100218,24.0,36.0,1500.0,0.6666666666666666,0.6486486486486487
06034100102,78.0,120.0,1538.4615384615386,0.65,0.6446280991735537
06034000206,45.0,69.0,1533.3333333333335,0.6521739130434783,0.6428571428571429
06033600221,37.0,57.0,1540.5405405405406,0.6491228070175439,0.6379310344827587
06033501521,56.0,87.0,1553.5714285714287,0.6436781609195402,0.6363636363636364
06033900338,21.0,32.0,1523.8095238095236,0.65625,0.6363636363636364
06033401003,296.0,466.0,1574.3243243243244,0.6351931330472103,0.6338329764453962
06034100309,91.0,143.0,1571.4285714285713,0.6363636363636364,0.6319444444444444
06031801303,201.0,319.0,1587.0646766169154,0.6300940438871473,0.628125
06031802514,91.0,144.0,1582.4175824175823,0.6319444444444444,0.6275862068965518
06033900218,30.0,47.0,1566.6666666666667,0.6382978723404256,0.625
06031802614,83.0,132.0,1590.3614457831325,0.6287878787878788,0.6240601503759399
06030900106,51.0,81.0,1588.235294117647,0.6296296296296297,0.6219512195121951
06033900118,23.0,36.0,1565.217391304348,0.6388888888888888,0.6216216216216216
06032900105,42.0,67.0,1595.2380952380954,0.6268656716417911,0.6176470588235294
06033501409,88.0,142.0,1613.6363636363635,0.6197183098591549,0.6153846153846154
06033801209,81.0,132.0,1629.6296296296296,0.6136363636363636,0.6090225563909775
06033801001,132.0,216.0,1636.3636363636365,0.6111111111111112,0.6082949308755761
06033801309,75.0,123.0,1640.0,0.6097560975609756,0.6048387096774194
06033200108,73.0,120.0,1643.835616438356,0.6083333333333333,0.6033057851239669
06034000215,96.0,159.0,1656.25,0.6037735849056604,0.6
06031200413,58.0,96.0,1655.1724137931035,0.6041666666666666,0.5979381443298969
06033501108,266.0,444.0,1669.172932330827,0.5990990990990991,0.597752808988764
06031200414,104.0,173.0,1663.4615384615386,0.6011560693641619,0.5977011494252874
06033600213,80.0,133.0,1662.5,0.6015037593984962,0.5970149253731343
06033500302,254.0,425.0,1673.2283464566929,0.5976470588235294,0.596244131455399
06033600222,91.0,152.0,1670.3296703296703,0.5986842105263158,0.5947712418300654
06033500804,523.0,879.0,1680.6883365200765,0.5949943117178612,0.5943181818181819
06034000118,73.0,122.0,1671.2328767123288,0.5983606557377049,0.5934959349593496
06034000224,54.0,90.0,1666.6666666666667,0.6,0.5934065934065934
06034000101,48.0,80.0,1666.6666666666667,0.6,0.5925925925925926
06033900238,36.0,60.0,1666.6666666666667,0.6,0.5901639344262295
06034000303,53.0,89.0,1679.245283018868,0.5955056179775281,0.5888888888888889
06033900306,41.0,69.0,1682.9268292682925,0.5942028985507246,0.5857142857142857
06030100225,24.0,40.0,1666.6666666666667,0.6,0.5853658536585366
06034100118,94.0,160.0,1702.127659574468,0.5875,0.5838509316770186
06033300406,101.0,172.0,1702.970297029703,0.5872093023255814,0.5838150289017341
06034000315,53.0,90.0,1698.1132075471698,0.5888888888888889,0.5824175824175825
06033900249,18.0,30.0,1666.6666666666667,0.6,0.5806451612903226
06031802519,55.0,94.0,1709.090909090909,0.5851063829787234,0.5789473684210527
06033800712,44.0,75.0,1704.5454545454545,0.5866666666666667,0.5789473684210527
06033500405,105.0,181.0,1723.8095238095239,0.580110497237569,0.5769230769230769
06033501711,139.0,240.0,1726.618705035971,0.5791666666666667,0.5767634854771784
06033500604,347.0,602.0,1734.8703170028818,0.5764119601328903,0.5754560530679934
06033900109,73.0,126.0,1726.027397260274,0.5793650793650794,0.5748031496062992
06031800705,100.0,173.0,1730.0,0.5780346820809249,0.5747126436781609
06034000213,85.0,147.0,1729.4117647058824,0.5782312925170068,0.5743243243243243
06034100105,35.0,60.0,1714.2857142857142,0.5833333333333334,0.5737704918032787
06030900119,51.0,88.0,1725.4901960784314,0.5795454545454546,0.5730337078651685
06033800819,83.0,144.0,1734.9397590361446,0.5763888888888888,0.5724137931034483
06033300106,104.0,181.0,1740.3846153846155,0.574585635359116,0.5714285714285714
06031802615,76.0,132.0,1736.842105263158,0.5757575757575758,0.5714285714285714
06033900202,53.0,92.0,1735.8490566037735,0.5760869565217391,0.5698924731182796
06033601006,98.0,171.0,1744.8979591836735,0.5730994152046783,0.5697674418604651
06033800814,115.0,201.0,1747.8260869565217,0.572139303482587,0.5693069306930693
06033200120,74.0,129.0,1743.2432432432431,0.5736434108527132,0.5692307692307692
06033200111,46.0,80.0,1739.1304347826087,0.575,0.5679012345679012
06034100225,88.0,154.0,1750.0,0.5714285714285714,0.567741935483871
06031200420,102.0,180.0,1764.7058823529412,0.5666666666666667,0.56353591160221
06031802103,96.0,170.0,1770.8333333333333,0.5647058823529412,0.5614035087719298
06030100228,32.0,56.0,1750.0,0.5714285714285714,0.5614035087719298
06033801203,114.0,203.0,1780.701754385965,0.5615763546798029,0.5588235294117647
06033501501,81.0,144.0,1777.7777777777776,0.5625,0.5586206896551724
06033501510,74.0,132.0,1783.7837837837837,0.5606060606060606,0.556390977443609
06033501519,50.0,89.0,1780.0,0.5617977528089888,0.5555555555555556
06032900220,35.0,62.0,1771.4285714285713,0.5645161290322581,0.5555555555555556
06033300308,164.0,295.0,1798.780487804878,0.5559322033898305,0.5540540540540541
06031200412,36.0,64.0,1777.7777777777776,0.5625,0.5538461538461539
06033900201,47.0,84.0,1787.2340425531913,0.5595238095238095,0.5529411764705883
06030100311,32.0,57.0,1781.25,0.5614035087719298,0.5517241379310345
06034000220,43.0,77.0,1790.6976744186047,0.5584415584415584,0.5512820512820513
06031802207,285.0,516.0,1810.5263157894738,0.5523255813953488,0.5512572533849129
06031100211,79.0,143.0,1810.126582278481,0.5524475524475524,0.5486111111111112
06032900207,31.0,56.0,1806.4516129032259,0.5535714285714286,0.543859649122807
06033200123,44.0,80.0,1818.181818181818,0.55,0.5432098765432098
06034100219,46.0,84.0,1826.086956521739,0.5476190476190477,0.5411764705882353
06031802706,42.0,77.0,1833.3333333333333,0.5454545454545454,0.5384615384615384
06034100214,53.0,98.0,1849.056603773585,0.5408163265306123,0.5353535353535354
06032900213,46.0,86.0,1869.5652173913045,0.5348837209302325,0.5287356321839081
06034000221,47.0,88.0,1872.340425531915,0.5340909090909091,0.5280898876404494
06033900340,49.0,92.0,1877.5510204081634,0.532608695652174,0.5268817204301075
06033501416,22.0,41.0,1863.6363636363635,0.5365853658536586,0.5238095238095238
06031803103,175.0,334.0,1908.5714285714287,0.5239520958083832,0.5223880597014925
06033900212,25.0,47.0,1880.0,0.5319148936170213,0.5208333333333334
06034100220,88.0,168.0,1909.0909090909092,0.5238095238095238,0.5207100591715976
06033801201,106.0,203.0,1915.0943396226414,0.5221674876847291,0.5196078431372549
06033300404,40.0,76.0,1900.0,0.5263157894736842,0.5194805194805194
06031100109,42.0,80.0,1904.7619047619046,0.525,0.5185185185185185
06033600212,89.0,171.0,1921.3483146067415,0.52046783625731,0.5174418604651163
06034000106,94.0,181.0,1925.5319148936169,0.5193370165745856,0.5164835164835165
06031100207,111.0,214.0,1927.927927927928,0.5186915887850467,0.5162790697674419
06033300307,33.0,63.0,1909.0909090909092,0.5238095238095238,0.515625
06031802211,314.0,609.0,1939.4904458598726,0.5155993431855501,0.5147540983606558
06030100204,54.0,104.0,1925.9259259259259,0.5192307692307693,0.5142857142857142
06034000109,115.0,223.0,1939.1304347826085,0.515695067264574,0.5133928571428571
06033801406,131.0,255.0,1946.5648854961833,0.5137254901960784,0.51171875
06034000121,113.0,220.0,1946.9026548672566,0.5136363636363637,0.5113122171945701
06033800602,294.0,576.0,1959.1836734693877,0.5104166666666666,0.5095320623916811
06031801301,262.0,514.0,1961.8320610687024,0.5097276264591439,0.5087378640776699
06033501504,89.0,174.0,1955.0561797752807,0.5114942528735632,0.5085714285714286
06031200213,30.0,58.0,1933.3333333333333,0.5172413793103449,0.5084745762711864
06033300209,31.0,60.0,1935.483870967742,0.5166666666666667,0.5081967213114754
06031800504,355.0,698.0,1966.1971830985915,0.5085959885386819,0.5078683834048641
06033300103,68.0,133.0,1955.8823529411764,0.5112781954887218,0.5074626865671642
06034000318,34.0,66.0,1941.1764705882354,0.5151515151515151,0.5074626865671642
06033800110,90.0,177.0,1966.6666666666665,0.5084745762711864,0.5056179775280899
06032900116,47.0,92.0,1957.4468085106382,0.5108695652173914,0.5053763440860215
06031200211,59.0,116.0,1966.1016949152543,0.5086206896551724,0.5042735042735043
06031200422,159.0,317.0,1993.7106918238994,0.501577287066246,0.5
06033900219,24.0,47.0,1958.3333333333333,0.5106382978723404,0.5
06031802907,174.0,348.0,2000.0,0.5,0.498567335243553
06034100306,98.0,196.0,2000.0,0.5,0.49746192893401014
06031804205,166.0,333.0,2006.0240963855422,0.4984984984984985,0.49700598802395207
06033900203,54.0,108.0,2000.0,0.5,0.4954128440366973
06032900230,38.0,76.0,2000.0,0.5,0.4935064935064935
06031200313,29.0,58.0,2000.0,0.5,0.4915254237288136
06033900245,25.0,50.0,2000.0,0.5,0.49019607843137253
06033300419,124.0,252.0,2032.258064516129,0.49206349206349204,0.4901185770750988
06033800809,123.0,250.0,2032.5203252032522,0.492,0.4900398406374502
06033300216,46.0,93.0,2021.7391304347827,0.4946236559139785,0.48936170212765956
06033300414,81.0,165.0,2037.0370370370372,0.4909090909090909,0.4879518072289157
06034100213,55.0,112.0,2036.3636363636363,0.49107142857142855,0.48672566371681414
06031200204,18.0,36.0,2000.0,0.5,0.4864864864864865
06032900124,79.0,162.0,2050.632911392405,0.4876543209876543,0.48466257668711654
06031200416,15.0,30.0,2000.0,0.5,0.4838709677419355
06031804202,149.0,307.0,2060.4026845637586,0.48534201954397393,0.4837662337662338
06033900215,28.0,57.0,2035.7142857142856,0.49122807017543857,0.4827586206896552
06034100117,68.0,140.0,2058.8235294117644,0.4857142857142857,0.48226950354609927
06031800102,517.0,1073.0,2075.4352030947775,0.48182665424044735,0.4813780260707635
06031803504,514.0,1067.0,2075.8754863813233,0.4817244611059044,0.4812734082397004
06033402004,377.0,787.0,2087.5331564986736,0.47903430749682335,0.4784263959390863
06032900120,71.0,148.0,2084.507042253521,0.4797297297297297,0.47651006711409394
06034100301,59.0,123.0,2084.7457627118647,0.4796747967479675,0.47580645161290325
06031804203,108.0,226.0,2092.5925925925926,0.4778761061946903,0.47577092511013214
06033300205,29.0,60.0,2068.9655172413795,0.48333333333333334,0.47540983606557374
06034100113,29.0,60.0,2068.9655172413795,0.48333333333333334,0.47540983606557374
06030100201,81.0,170.0,2098.7654320987654,0.4764705882352941,0.47368421052631576
06030100108,27.0,56.0,2074.074074074074,0.48214285714285715,0.47368421052631576
06031802506,27.0,56.0,2074.074074074074,0.48214285714285715,0.47368421052631576
06033900337,27.0,56.0,2074.074074074074,0.48214285714285715,0.47368421052631576
06033300302,130.0,274.0,2107.6923076923076,0.4744525547445255,0.4727272727272727
06032900103,33.0,69.0,2090.909090909091,0.4782608695652174,0.4714285714285714
06033900315,33.0,69.0,2090.909090909091,0.4782608695652174,0.4714285714285714
06034000313,64.0,135.0,2109.375,0.4740740740740741,0.47058823529411764
06033501405,40.0,84.0,2100.0,0.47619047619047616,0.47058823529411764
06030100314,23.0,48.0,2086.9565217391305,0.4791666666666667,0.46938775510204084
06030100203,75.0,159.0,2120.0,0.4716981132075472,0.46875
06033401007,145.0,309.0,2131.034482758621,0.4692556634304207,0.46774193548387094
06030900113,55.0,117.0,2127.2727272727275,0.4700854700854701,0.4661016949152542
06033501511,89.0,190.0,2134.8314606741574,0.46842105263157896,0.46596858638743455
06033200109,47.0,100.0,2127.659574468085,0.47,0.46534653465346537
06033600205,57.0,122.0,2140.3508771929824,0.4672131147540984,0.4634146341463415
06033900241,19.0,40.0,2105.2631578947367,0.475,0.4634146341463415
06033501515,37.0,79.0,2135.135135135135,0.46835443037974683,0.4625
06031100212,123.0,265.0,2154.471544715447,0.4641509433962264,0.462406015037594
06033801408,114.0,247.0,2166.6666666666665,0.46153846153846156,0.4596774193548387
06031200115,28.0,60.0,2142.8571428571427,0.4666666666666667,0.45901639344262296
06033300207,28.0,60.0,2142.8571428571427,0.4666666666666667,0.45901639344262296
06031803104,171.0,374.0,2187.1345029239765,0.4572192513368984,0.456
06032900114,54.0,118.0,2185.185185185185,0.4576271186440678,0.453781512605042
06033300322,57.0,125.0,2192.982456140351,0.456,0.4523809523809524
06031801202,357.0,793.0,2221.288515406163,0.4501891551071879,0.44962216624685136
06033600802,49.0,108.0,2204.081632653061,0.4537037037037037,0.44954128440366975
06033501503,89.0,197.0,2213.4831460674154,0.4517766497461929,0.4494949494949495
06033501419,44.0,97.0,2204.5454545454545,0.4536082474226804,0.4489795918367347
06030100308,26.0,57.0,2192.3076923076924,0.45614035087719296,0.4482758620689655
06033300401,85.0,190.0,2235.294117647059,0.4473684210526316,0.44502617801047123
06033900324,75.0,168.0,2240.0,0.44642857142857145,0.4437869822485207
06034000111,126.0,283.0,2246.031746031746,0.4452296819787986,0.44366197183098594
06033400902,398.0,897.0,2253.7688442211056,0.443701226309922,0.44320712694877507
06033501509,58.0,130.0,2241.3793103448274,0.4461538461538462,0.44274809160305345
06033800714,112.0,252.0,2250.0,0.4444444444444444,0.4426877470355731
06033300215,27.0,60.0,2222.222222222222,0.45,0.4426229508196721
06033900239,27.0,60.0,2222.222222222222,0.45,0.4426229508196721
06031802606,83.0,187.0,2253.012048192771,0.44385026737967914,0.44148936170212766
06033300324,56.0,126.0,2250.0,0.4444444444444444,0.4409448818897638
06033800102,91.0,206.0,2263.7362637362635,0.441747572815534,0.4396135265700483
06031802517,127.0,288.0,2267.716535433071,0.4409722222222222,0.43944636678200694
06033600302,535.0,1217.0,2274.766355140187,0.4396055875102712,0.43924466338259444
06033500901,572.0,1302.0,2276.2237762237764,0.4393241167434716,0.4389869531849578
06034100302,46.0,104.0,2260.869565217391,0.4423076923076923,0.4380952380952381
06033600603,106.0,242.0,2283.0188679245284,0.4380165289256198,0.43621399176954734
06031802701,17.0,38.0,2235.294117647059,0.4473684210526316,0.4358974358974359
06033801103,357.0,820.0,2296.9187675070025,0.4353658536585366,0.4348355663824604
06034100222,49.0,112.0,2285.714285714286,0.4375,0.4336283185840708
06034000212,32.0,73.0,2281.25,0.4383561643835616,0.43243243243243246
06031200120,35.0,80.0,2285.714285714286,0.4375,0.43209876543209874
06031803803,375.0,867.0,2312.0,0.43252595155709345,0.43202764976958524
06033800704,28.0,64.0,2285.714285714286,0.4375,0.4307692307692308
06030900103,46.0,106.0,2304.3478260869565,0.4339622641509434,0.42990654205607476
06031802109,132.0,307.0,2325.7575757575755,0.42996742671009774,0.42857142857142855
06030100208,9.0,20.0,2222.222222222222,0.45,0.42857142857142855
06033900210,9.0,20.0,2222.222222222222,0.45,0.42857142857142855
06033600801,74.0,172.0,2324.324324324324,0.43023255813953487,0.4277456647398844
06033500703,460.0,1075.0,2336.9565217391305,0.42790697674418604,0.4275092936802974
06033900336,32.0,74.0,2312.5,0.43243243243243246,0.4266666666666667
06033600410,26.0,60.0,2307.6923076923076,0.43333333333333335,0.4262295081967213
06031802515,91.0,215.0,2362.6373626373625,0.4232558139534884,0.4212962962962963
06033500407,80.0,189.0,2362.5,0.42328042328042326,0.42105263157894735
06031100108,34.0,80.0,2352.9411764705883,0.425,0.41975308641975306
06031100216,93.0,221.0,2376.3440860215055,0.42081447963800905,0.4189189189189189
06033400903,67.0,159.0,2373.134328358209,0.42138364779874216,0.41875
06033800204,180.0,431.0,2394.4444444444443,0.4176334106728538,0.4166666666666667
06034000305,47.0,112.0,2382.978723404255,0.41964285714285715,0.415929203539823
06033801111,37.0,88.0,2378.3783783783783,0.42045454545454547,0.4157303370786517
06031801201,287.0,692.0,2411.149825783972,0.4147398843930636,0.41414141414141414
06033200119,53.0,127.0,2396.2264150943397,0.41732283464566927,0.4140625
06034000107,19.0,45.0,2368.4210526315787,0.4222222222222222,0.41304347826086957
06033900108,59.0,142.0,2406.779661016949,0.4154929577464789,0.4125874125874126
06031802712,94.0,227.0,2414.8936170212764,0.41409691629955947,0.41228070175438597
